Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM_high,has_liver_nTPM_low,has_liver_cluster,has_liver_enrichment,Classification,has_liver_in_ntpm,confidence_score,confidence_class,recommended_tier
MACO1,,,Cluster 56: Non-specific - Unknown function,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids, Testis - Spermatocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ARRDC1,,,Cluster 47: Spleen - Immune response,Breast - Breast glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DHRSX,,,Cluster 68: Non-specific - Protein processing,"Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
MINDY1,,,Cluster 52: Kidney - Transmembrane transport,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
CISD2,liver: 44.9,44.9,Cluster 43: Non-specific - Mitochondrial translation,Thyroid gland - Thyroid glandular cells,True,False,False,False,liver protein (nTPM≥100 only),True,25,Low-Medium Confidence,Not recommended
RPP25L,skeletal muscle: 114.2,,Cluster 54: Non-specific - Basic cellular processes,Heart muscle - Cardiomyocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ATPAF2,,,Cluster 35: Non-specific - Mitochondria,"Heart muscle - Cardiomyocytes, Skin - Keratinocyte (other), Spleen - B-cells (Spleen), Testis - Early spermatids, Testis - Late spermatids",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TTC9C,,,Cluster 36: Lymphoid tissue - Cytokine signaling,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
JAGN1,,,Cluster 53: Non-specific - Glycosylation,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adrenal gland - Adrenal cortex cells, Minor Salivary Gland - Minor salivary glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MRPL50,,,Cluster 23: Non-specific - Cellular respiration,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RNF10,,,Cluster 23: Non-specific - Cellular respiration,"Testis - Early spermatids, Testis - Spermatocytes",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NGEF,adrenal gland: 54.5;brain: 146.2,,Cluster 61: Brain - Neuronal signaling,"Adrenal gland - Adrenal cortex cells, Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Respiratory ciliated cells, Skin - Keratinocyte (other), Spleen - Smooth muscle cells, Stomach - Gastric mucous cells, Testis - Sertoli cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PARP16,,,Cluster 62: Connective tissue - ECM organization,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
AADAT,liver: 65.0,65.0,Cluster 69: Liver - Oxidoreductase activity,Liver - Hepatocytes,True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,80,High Confidence,Tier 2 (High)
FHIP1B,,,Cluster 45: Intestine - Digestion,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TMEM86B,gallbladder: 10.7;liver: 16.3,16.3,Cluster 37: Liver & Intestine - Lipid metabolism,Stomach - Parietal cells,True,False,True,False,liver protein (nTPM≥100 + cluster),True,50,Medium Confidence,Tier 3 (Medium)
COMMD1,,,Cluster 35: Non-specific - Mitochondria,"Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CPSF7,,,Cluster 66: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SLC15A4,,,Cluster 60: Choroid plexus - Transmembrane transport,Testis - Early spermatids,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MYCT1,lymphoid tissue: 48.3,,Cluster 7: Adipose tissue - Mixed function,"Adipose subcutaneous - Endothelial cells, Adipose visceral - Endothelial cells, Adrenal gland - Endothelial cells, Breast - Endothelial cells, Colon - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Liver - Sinusoid Endothelial cells, Liver - Vascular Endothelial cells, Minor Salivary Gland - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Spleen - Endothelial cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
ARFGAP2,,,Cluster 19: Non-specific - Basic cellular processes,Skin - Keratinocyte (granular),False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
OTUD6B,,,Cluster 54: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
FITM2,heart muscle: 65.2,,Cluster 30: Heart muscle - Heart development,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Skin - Sebaceous gland cells, Testis - Sertoli cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
METTL13,,,Cluster 35: Non-specific - Mitochondria,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ARFGAP1,,,Cluster 65: Cerebellum - Nervous system development,Adipose visceral - Adipose progenitor cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
EMC1,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PAF1,,,Cluster 78: Testis - Transcription,"Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UBR7,,,Cluster 71: Thymus - Adaptive immune response,"Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PPM1N,skeletal muscle: 172.1,,Cluster 2: Skeletal muscle - Striated muscle contraction,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ANKRD44,lymphoid tissue: 35.7,,Cluster 36: Lymphoid tissue - Cytokine signaling,"Adipose visceral - T-cells, Prostate - Fibroblasts",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
DDX51,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PTGR2,,,Cluster 23: Non-specific - Cellular respiration,"Heart muscle - Cardiomyocytes, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
COX18,,,Cluster 43: Non-specific - Mitochondrial translation,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Liver - Hepatocytes",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
ENAH,,,Cluster 64: Neuronal - Transcription,Colon - Smooth muscle cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
BMPER,,,Cluster 64: Neuronal - Transcription,Testis - Spermatogonia,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GBP7,liver: 97.1,97.1,Cluster 31: Liver - Plasma proteins,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,80,High Confidence,Tier 2 (High)
DCBLD1,,,Cluster 11: Liver - Plasma proteins,Breast - Endothelial cells,False,False,True,False,liver protein (cluster only),False,25,Low-Medium Confidence,Not recommended
MRPL43,,,Cluster 66: Non-specific - Transcription,"Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RLIG1,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
CNEP1R1,,,Cluster 77: Bone marrow - Cell proliferation,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ACOT4,kidney: 14.4;liver: 16.2,16.2,Cluster 1: Liver & Kidney - Metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Macrophages, Skin - Sebaceous gland cells",True,False,True,False,liver protein (nTPM≥100 + cluster),True,50,Medium Confidence,Tier 3 (Medium)
ASCC1,,,Cluster 54: Non-specific - Basic cellular processes,"Testis - Spermatocytes, Testis - Spermatogonia",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
LRRC57,,,Cluster 40: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
KRI1,,,Cluster 16: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MIGA1,,,Cluster 34: Non-specific - Mixed function,"Adrenal gland - Adrenal cortex cells, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
POMGNT2,,,Cluster 79: Non-specific - Transcription,Thyroid gland - Thyroid glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
PRPF38A,,,Cluster 16: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ZNF511,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MLKL,,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Breast - Endothelial cells, Colon - Endothelial cells, Pituitary gland - Endothelial cells, Testis - Endothelial cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
GATD1,,,Cluster 66: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ZNF527,,,Cluster 16: Non-specific - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ATP11C,liver: 47.0,47.0,Cluster 1: Liver & Kidney - Metabolism,"Heart muscle - Endothelial cells, Liver - Hepatocytes, Skin - Endothelial cells",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,75,Medium-High Confidence,Tier 3 (Medium)
AFG2A,,,,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
NHLRC2,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
AVL9,,,Cluster 39: Retina & Testis - Cilium,Minor Salivary Gland - Minor salivary glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SLC43A3,liver: 143.2,143.2,Cluster 83: Liver - Metabolism,"Adrenal gland - Neutrophils, Colon - Endothelial cells",True,False,True,False,liver protein (nTPM≥100 + cluster),True,60,Medium-High Confidence,Tier 2 (High)
GOLM1,stomach 1: 386.1,,Cluster 45: Intestine - Digestion,"Adipose subcutaneous - Adipose progenitor cells, Minor Salivary Gland - Minor salivary glandular cells, Prostate - Prostate glandular cells, Spleen - Endothelial cells, Stomach - Gastric mucous cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
COLGALT1,,,Cluster 7: Adipose tissue - Mixed function,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SUMF2,,,Cluster 24: Parathyroid gland - Vesicular transport,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,True,liver protein (enrichment only),False,25,Low-Medium Confidence,Not recommended
SIDT2,,,Cluster 68: Non-specific - Protein processing,"Adipose subcutaneous - Adipocytes (Subcutaneous), Prostate - Prostate glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SUMF1,,,Cluster 24: Parathyroid gland - Vesicular transport,Thyroid gland - Thyroid glandular cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
POGLUT1,,,Cluster 62: Connective tissue - ECM organization,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
UBAC2,,,Cluster 35: Non-specific - Mitochondria,"Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TMEM87A,,,Cluster 51: Thyroid gland - Unknown function,"Adrenal gland - Adrenal cortex cells, Lung - Alveolar cells type 2",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
RDH13,,,Cluster 27: Squamous epithelium - Keratinization,"Heart muscle - Cardiomyocytes, Stomach - Gastric mucous cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TTC13,,,Cluster 70: Lymphoid tissue - Immune response,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
MFSD9,,,Cluster 48: Stomach - Proteolysis,Adrenal gland - Adrenal cortex cells,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
HSD17B11,intestine: 280.6;liver: 234.5,234.5,Cluster 37: Liver & Intestine - Lipid metabolism,"Adrenal gland - Adrenal cortex cells, Liver - Hepatocytes",True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,90,High Confidence,Tier 1 (Highest)
MINDY2,,,Cluster 28: Neuronal - Transcription,,False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
TXNDC5,,,Cluster 45: Intestine - Digestion,"Breast - Plasma cells, Minor Salivary Gland - Plasma cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ATAD1,,,Cluster 3: Non-specific - Unknown function,"Breast - Breast myoepithelial cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
SCCPDH,,,Cluster 44: Testis - Spermatogenesis,"Adrenal gland - Adrenal cortex cells, Skin - Keratinocyte (other), Spleen - Macrophages, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
ACBD4,liver: 90.7,90.7,Cluster 83: Liver - Metabolism,Liver - Hepatocytes,True,False,True,True,liver protein (nTPM≥100 + cluster + enrichment),True,80,High Confidence,Tier 2 (High)
RETREG2,,,Cluster 61: Brain - Neuronal signaling,"Minor Salivary Gland - Minor salivary glandular cells, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,False,non-liver protein,False,0,Low Confidence / Non-liver,Not recommended
